HexCode,IntCode,Name,Message
0x80041d64,-2147213980,"CannotRemoveTenantAdminFromSysAdminRole","Users who are granted the Microsoft Office 365 Global administrator or Service administrator role cannot be removed from the Microsoft Dynamics 365 System Administrator security role. You must first remove the Microsoft Office 365 role, and then try again."
0x8004026a,-2147220886,"CannotResetAppointmentsToDraft","Appointments cannot be reset to draft."
0x8004D214,-2147167724,"CannotResetSysAdminInvite","An invitation cannot be reset for a user if they are the only user that has the System Administrator Role."
0x80048d20,-2147185376,"CannotRetainDueToAssociation","The object you tried to retain is associated with another object and cannot be retained. {0}"
0x8004F915,-2147157739,"CannotRetireProduct","You can't retire this product because it belongs to active bundles. Remove it from active bundles before you retire it."
0x8004F997,-2147157609,"CannotRetireProductFromActiveBundle","This product cannot be retired because it is a part of some active bundles or pricelists. Please remove it from all bundles or pricelists before retiring."
0x80048444,-2147187644,"CannotRevokeAccessToAddressBookFilters","Cannot revoke access for address book filters"
0x80040273,-2147220877,"CannotRevokeAccessToOfflineFilters","Cannot revoke access for offline filters"
0x80040270,-2147220880,"CannotRevokeAccessToOutlookFilters","Cannot revoke access for outlook filters"
0x80040527,-2147220185,"CannotRouteInactiveQueueItem","You can't route a queue item that has been deactivated."
0x80631121,-2140991199,"CannotRoutePrivateQueueItemNonmember","This private queue item can't be assigned To the selected User."
0x80731119,-2139942631,"CannotRouteToNonQueueMember","This item cannot be routed to a non-queue member."
0x800404ea,-2147220246,"CannotRouteToQueue","Cannot route to Work in progress queue"
0x8004051b,-2147220197,"CannotRouteToSameQueue","The queue item cannot be routed to the same queue"
0x8004F501,-2147158783,"CannotSecureAttribute","The field '{0}' is not securable"
0x80060896,-2147088234,"CannotSecureEntityKeyAttribute","The field {0} is not securable as it is part of entity keys ( {1} ). Please remove the field from all entity keys to make it securable."
0x8004F034,-2147160012,"CannotSelectReadOnlyPublisher","Attempting to  select a readonly publisher for solution."
0x8004D215,-2147167723,"CannotSendInviteToDuplicateWindowsLiveId","An invitation cannot be sent because there are multiple users with this WLID."
0x80055000,-2147135488,"CannotSetCaseOnHold","You do not have the permissions to set this case to an on hold status type. Please contact your system administrator."
0x80060851,-2147088303,"CannotSetEntitlementTermsDecrementBehavior","You do not have appropriate privileges to specify whether entitlement terms can be decremented for this case record."
0x80055004,-2147135484,"CannotSetEntityOnHold","You don’t have permission to put this record on hold. Contact your system administrator."
0x8004027b,-2147220869,"CannotSetInactiveViewAsDefault","Inactive views cannot be set as default view."
0x80048308,-2147187960,"CannotSetParentDefaultTeam","The default business unit team parent can't be set (TeamId = {0})."
0x8004F998,-2147157608,"CannotSetProductAsParent","You can only select a product family as the parent."
0x80061035,-2147086283,"CannotSetPublishRetiredProductsToDraft","You can't set a published or retired product record to the draft state."
0x8004F008,-2147160056,"CannotSetSolutionSystemAttributes","System attributes ({0}) cannot be set outside of installation or upgrade."
0x80045034,-2147200972,"CannotSetWindowsLiveIdForInternetMarketingUser","You cannot change the Windows Live ID for the Internet Marketing Partner user. This user does not consume a user license and is not charged to your organization."
0x80048339,-2147187911,"CannotShareSystemManagedTeam","You can't share or unshare a record with a system-generated access team."
0x80040214,-2147220972,"CannotShareWithOwner","An item cannot be shared with the owning user."
0x8004031c,-2147220708,"CannotSpecifyAttendeeForAppointmentPropagation","Cannot specify an attendee for appointment distribution."
0x80043afb,-2147206405,"CannotSpecifyBothProductAndProductDesc","You cannot set both 'productid' and 'productdescription' for the same record."
0x80043afa,-2147206406,"CannotSpecifyBothUomAndProductDesc","You cannot set both 'uomid' and 'productdescription' for the same record."
0x8004031e,-2147220706,"CannotSpecifyCommunicationAttributeOnActivityForPropagation","Cannot specify communication attribute on activity for distribution"
0x8004031a,-2147220710,"CannotSpecifyOrganizerForAppointmentPropagation","Cannot specify an organizer for appointment distribution"
0x80040327,-2147220697,"CannotSpecifyOwnerForActivityPropagation","Cannot specify owner on activity for distribution"
0x8004031d,-2147220707,"CannotSpecifyRecipientForActivityPropagation","Cannot specify a recipient for activity distribution."
0x8004031b,-2147220709,"CannotSpecifySenderForActivityPropagation","Cannot specify a sender for appointment distribution"
0x8004F003,-2147160061,"CannotUndeleteLabel","Attempting to undelete a label that is not marked as delete."
0x8004F020,-2147160032,"CannotUninstallReferencedProtectedSolution","The uninstall operation will delete the base layer for the component '{0}' with id '{1}'. The operation cannot continue because there are other managed layers over the base layer. You can use the solution layers to find out which other solutions are blocking the operation."
0x8004F01D,-2147160035,"CannotUninstallWithDependencies","Solution dependencies exist, cannot uninstall."
0x80060466,-2147089306,"CannotUpdateActiveModernFlow","Cannot update property ""{0}"" on a published Modern Flow process."
0x80044343,-2147204285,"CannotUpdateAppDefaultValueForStateAttribute","The default value for a status (statecode) attribute cannot be updated."
0x80044344,-2147204284,"CannotUpdateAppDefaultValueForStatusAttribute","The default value for a status reason (statuscode) attribute is not used. The default status reason is set in the associated status (statecode) attribute option."
0x80050128,-2147155672,"CannotUpdateAppModuleClientType","Can’t change the client type of this app."
0x80050119,-2147155687,"CannotUpdateAppModuleUniqueName","You can’t change the unique name ."
0x80041d4f,-2147214001,"CannotUpdateAzureActiveDirectoryObjectIdField","The property AzureActiveDirectoryObjectId cannot be modified."
0x8004022e,-2147220946,"CannotUpdateBecauseItIsReadOnly","The object cannot be updated because it is read-only."
0x8004030b,-2147220725,"CannotUpdateCampaignForCampaignActivity","Parent campaign is not updatable."
0x8004030c,-2147220724,"CannotUpdateCampaignForCampaignResponse","Parent campaign is not updatable."
0x8004051d,-2147220195,"CannotUpdateDeactivatedQueueItem","This item is deactivated. To work with this item, reactivate it and then try again."
0x800608D8,-2147088168,"CannotUpdateDefaultField","You can’t update the isdefaultTheme attribute."
0x8004F009,-2147160055,"CannotUpdateDefaultSolution","Default solution attribute{0} {1} can only be set on installation or upgrade.  The value{0} cannot be modified."
0x80050020,-2147155936,"CannotUpdateDelaySendTimeForEmailWhenEmailIsNotInProperState","We can’t update the delay send time because the email is not a draft or isn’t scheduled to be sent."
0x80050021,-2147155935,"CannotUpdateDelaySendTimeWhenEEFeatureNotEnabled","We can’t update the delay send time because Email Engagement isn’t turned on for the organization."
0x8004F975,-2147157643,"CannotUpdateDraftProducts","You can Only update draft products."
0x80050002,-2147155966,"CannotUpdateEmailStatisticForEmailNotFollowed","We can’t update email statistics because the email isn’t being followed."
0x80050001,-2147155967,"CannotUpdateEmailStatisticForEmailNotSent","We can’t update email statistics because the email hasn’t been sent."
0x80050018,-2147155944,"CannotUpdateEmailStatisticWhenEEFeatureNotEnabled","We can’t update email statistics because Email Engagement isn’t turned on for the organization."
0x80060852,-2147088302,"CannotUpdateEntitlement","You can only set Active entitlement records as default."
0x8004F663,-2147158429,"CannotUpdateEntitySetName","EntitySetName cannot be updated for OOB entities"
0x80061114,-2147086060,"CannotUpdateExternalPartyWithSameCorrelationKey","An external party record already exists with the same correlation key value."
0x80044901,-2147202815,"CannotUpdateGoalPeriodInfoChildGoal","You cannot update goal period related attributes on a child goal."
0x80044910,-2147202800,"CannotUpdateGoalPeriodInfoClosedGoal","You cannot change the time period of this goal because there are one or more closed subordinate goals."
0x80048461,-2147187615,"CannotUpdateLogicalAttribute","Cannot update logical attribute {0}"
0x8004F024,-2147160028,"CannotUpdateManagedSolution","Cannot update solution '{0}' because it is a managed solution."
0x80044900,-2147202816,"CannotUpdateMetricOnChildGoal","You cannot update metric on a child goal."
0x80044902,-2147202814,"CannotUpdateMetricOnGoalWithChildren","You cannot update metric on a goal which has associated child goals."
0x80044803,-2147203069,"CannotUpdateMetricWithGoals","The changes made to this record cannot be saved because this goal metric is being used by one or more goals."
0x8004830A,-2147187958,"CannotUpdateNameDefaultTeam","The default business unit team name can't be updated (TeamId = {0})."
0x80044247,-2147204537,"CannotUpdateNonCustomizableString","The translation string present in worksheet {0}, row {1}, column {2} is not customizable."
